,cleaned_text,topic_hl,topic_hl_encoded
476,Another privitisation success. #royalmail ,Customer Service,0
1141,#Royalmail scraps Saturday letter deliveries across the UK due to coronavirus ,Customer Service,0
1717,When did you last send a letter through the post? #question #royalmail ,Customer Service,0
1302,Item from the post ... #royalmail ,Customer Service,0
177,#royalmail another parcel not delivered successfully RM should compare its delivery ratio with other providers-safer easier2take back ,Customer Service,0
2606,MARSHALL WACE LLP declares that on October 19 it reduced its net short position on ROYAL MAIL PLC from 0.6% to 0.59%  #RoyalMail,Financial News,1
1001,#royalmail strikes again! ‘Please do not bend’ apparently means feel free to ram through the letterbox 🙄 Thank god for understanding customers. ,Customer Service,0
1362,"Royal Mail confirms 28 parts of England will not receive regular post after staff coronavirus outbreak 

",Customer Service,0
1827,When the Ring DoorBell catches a new postman nearly go arse over tit on your decking…dropping the F Bomb … then kindly apologising for his language into the camera 😂 #royalmail @RoyalMail ,Customer Service,0
752,"Every bit of crap wasteful mail you post through my door I'm gonna put back in the post to you 
People should post all #junkmail delivered by #RoyalMail back in post boxes",Customer Service,0
2580,2012 Space Science #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage #postagestamps  #postagestamp #space #science #spacescience ,Philately,2
2188,"Royal Mail @RoyalMail are recruiting for a number of roles in #Northampton including Seasonal Mail Sorters and Mail Processor on various shifts. 

Search and deliver your application here: 

#NorthamptonJobs #RoyalMail #ChristmasJobs ",Royal Mail Jobs,4
1229,"A customer order #vinylcut Thursday afternoon, posted and with the customer Friday morning. One happy satisfied customer 😊

Even we were impressed #royalmail @ Cwmbran ",Customer Service,0
2357,Postperson with #Driving  27 hrs pw #FTC @RoyalMail West #Wimbledon #Merton  #Jobs #CustomerServiceJobs #DrivingJobs #RoyalMail #SurreyJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
839,#royalmail lose my parcel yet it's me that eBay make out to be the bad guy,Customer Service,0
2068,"Leicester Socialist Alternative out building support for the postal workers today. Our demands:

Victory for the postal workers
Tories out! Fight for a #Corbyn-led #Labour government with bold socialist policies
Immediate nationalisation of #RoyalMail &amp; Parcel Force
#WeRiseAgain ",Politics,3
773,#royalmail with terrible delivery service like you are showing atm there is no wonder you have recently got a profit warning.,Customer Service,0
2617,MARSHALL WACE LLP declares that on June 06 it reduced its net short position on ROYAL MAIL PLC from 1.23% to 1.16%  #RoyalMail,Financial News,1
1615,Just received a whole stash of post (Sunday delivery!?) from #royalmail post-marked 17 December (!) but very pleased to have got @PoetrySociety winter mail out as was concerned that had ‘gone missing’ like many other items. Now to settle for a read. ,Customer Service,0
2591,2017 Post &amp; Go Pack 26 #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage  #postagestamp #postandgo #machinstamps #machin ,Philately,2
2405,2004 Pack 68. 4 Regions 40p  #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #postagestamps #collectingstamps #postage #postagestamps #presentation #presentationpacks  #definitivestamps ,Philately,2
759,"posted a parcel with Royal mail 2 months ago, person didnt receive, sent compensation form a month ago still no response #royalmail",Customer Service,0
1963,"When your friends go for a stomp without #wellies thank god for the #royalmail 😂 #lakedistrict #snow #flood #flooding #goodtimes #winterwalks #goodtimes #flooding #snow #winter #bellylaughs #happydays @ Cartmel, Lake… ",Royal Reply,5
2163,"Good morning Surrey. The early bird catches the postal worm, so jump on this job ASAP! ^Rodger

Postperson With Driving, @RoyalMail, Worcester Park. Info/apply:   #SurreyJobs #EpsomJobs #RoyalMail #DeliveryJobs #DrivingJobs ",Royal Mail Jobs,4
1944,"Neither rain, nor sleet,nor hail... @royalmail 
#snow #royalmail  ",Royal Reply,5
2205,"𝗘𝗔𝗥𝗡 𝗦𝗢𝗠𝗘 𝗘𝗫𝗧𝗥𝗔 𝗠𝗢𝗡𝗘𝗬
Become a driver for Royal Mail 🚗

Recruiting for #Carlisle and #Penrith  
💷 £13.37 per hour
To find out more please call Wayne:
📞01228 590800
📧 wayne.raphael@riversiderecruitment.co.uk
#Recruitment #Careers #Cumbria #Driving #RoyalMail ",Royal Mail Jobs,4
1454,"Another example of the superb service provided by #royalmail  this week is having 2 items of correspondence put through my letterbox for a house 4 doors away! My friend received the mail in person day part supposedly delivered, they're away racing tomorrow and very disappointed:(",Customer Service,0
1286,Sent a 150g package on Tuesday to be delivered 1st Class signed for costing an extortionate amount. Still not been delivered but hey I might be able to claim if not delivered in another 10 days. Last time I use #royalmail,Customer Service,0
144,Calling boring calendar fans: A new phone and post box calendar is out and it's very dull indeed | South Wales E... ,Customer Service,0
1877,"The cost a 1st class stamp could hit unless Royal Mail axes Saturday deliveries #RoyalMail
#royalmess I don't get week day let alone a Saturday. I'm getting a 9th class stamp service 


Sent via @updayUK",Customer Service,0
2573,2011 Pack 90.Definitive stamps. #stamp #stamps #philatelists #philately #stampcollector   #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage  #postagestamp  #presentation #definitivestamp ,Philately,2
102,#RoyalMail Thanks for my open parcel also left in my bin ,Customer Service,0
578,"@Wordsmithgetxo GPO???? How long have you been away Chris? 
#RoyalMail",Customer Service,0
2436,MILLENNIUM CAPITAL PARTNERS LLP declares that on March 24 it increased its net short position on ROYAL MAIL PLC from 0.49% to 0.54%  #RoyalMail,Financial News,1
2358,#Cleaning Operative P/T #permanent 16 hrs 30 min @RoyalMail #Croydon  #Jobs #Cleaner #Housekeeping #RoyalMail #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
2536,1995 Definitive Stamp Pack 1p to £1 #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamp #definitivestamps #presentationpacks ,Philately,2
1100,Keeping my knockers clean for the postman! 😃 #RoyalMail ,Customer Service,0
82,Security alert at Royal Mail postal sorting office in Mallusk...  #royalmail,Customer Service,0
1424,"If you receive call from #Amazon about a purchase you didn't do, just hang up immediately they pretend your account has been hacked &amp; order to return your money such such 🙄🥱 Also #royalmail  post msg going on asking you to pay £2.99 to get your parcel 
#Iamnotstupid
#scammers",Customer Service,0
305,Cool stamps #bowie #royalmail ,Customer Service,0
1892,"@DPDgroup_news No reply? Zero to say? You are a 360 day per year delivery company, with multiple twitter accounts.. but somehow you sleep on your comms..
We were so much better off with #RoyalMail delivering almost all parcels. Crazy to privatise/fragment delivery services.",Customer Service,0
2454,"@vincecable A bit like the sale of our #RoyalMail which you sold on the cheap and which the buyers are now asset stripping, creaming off profits  and providing a worsening service!",Financial News,1
367,Since when have 1st class stamps been 65p each !!!#royalmail,Customer Service,0
312,Yet another card ruined and bent. Letter box far wider than card. Why the need to fold them #royalmail ,Customer Service,0
2082,"@PeoplesMomentum @georgegalloway @JimmyDoreShow @chunkymark @SocialistCllrs @UKLabour @DurhamMiners @Rachael_Swindon @oxfordmutualaid @SocialistCllrs
Please share as wide as poss. &amp; show all #PostalWorkers support from the attack they're under from #RoyalMail #PostalWorkersDay ",Politics,3
1087,No football to film but my customers are keeping me entertained 😄 #royalmail ,Customer Service,0
1065,Royal Mail website worst i've found trying to get help finding a parcel! 30 minutes on hold #royalmail,Customer Service,0
1318,Royal Mail customers are being warned about a new scam ,Customer Service,0
968,"#royalmail another hour being told i am in a queue by customer service , my wife needs her medication and royal mail refuse to give her the package for four days, totally annoyed now think time to contact press, let them know royal mail playing with people's lives",Customer Service,0
1407,Frail pensioner left lying in snow by postman 'still hasn't received apology'  ,Customer Service,0
83,You can always rely on #RoyalMail to lose your post 😡,Customer Service,0
1463,#royalmail  I find out 3 months after a signed for delivery with a £200 postal order was sent to pay a fine was lost by royal mail only when I was sited for court for non payment and you tell me its too late to claim back my lost postal order ....disgusting service all round,Customer Service,0
1110,#RoyalMail issues update on big post changes from next week as services change  ,Customer Service,0
538,@RadioWoking probs #royalmail #penandpaper!!!,Customer Service,0
341,#royalmail closures #stgeorgesday ,Customer Service,0
1712,#Royalmail to strike,Customer Service,0
1490,"Had this card today and this letter of recognition inside. All in a days work and always happy to help where I can.
#royalmail 
#cwu ",Customer Service,0
2560,2002 Airliners stamp pack #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage #airplane #airplanes #airlines #airliners ,Philately,2
1475,I have a ring doorbell and can see you didn’t even attempt to ring it?! #royalmail #postie @RoyalMail ,Customer Service,0
2027,John's Labour blog: #SERTUC McDonalds strike;  #McStrike @IanBFAWU @The_TUC #RoyalMail ,Politics,3
1758,"@RoyalMailHelp The Liverpool branch takes my baking knowing it’s expensive one and claims it’s lost!!!!!
How come parcel lost before they applied the tracking number!!!!
So now we should know that it’s unsafe to deal with #Royalmail !!!! ",Customer Service,0
1190,Android users warned of fake 'missed delivery' texts as crooks target Royal Mail  ,Customer Service,0
139,#royalmail takes the piss missed a parcel delivery had red form through door to say it had to be signed and its with neighbour!,Customer Service,0
